,palmOil,controversialWeapons,gambling,socialScore,nuclear,furLeather,alcoholic,gmo,catholic,socialPercentile,peerCount,governanceScore,environmentPercentile,animalTesting,tobacco,totalEsg,highestControversy,esgPerformance,coal,pesticides,adult,percentile,peerGroup,smallArms,environmentScore,governancePercentile,militaryContract,company_ticker
Value,False,True,False,13.75,False,False,False,False,False,0,24,7.71,0,False,False,25.36,3,,False,False,False,42.25,Construction & Engineering,False,3.9,0,True,J
Value,False,False,False,17.12,False,False,False,False,False,0,31,6.28,0,False,False,23.51,1,,False,False,False,35.22,Commercial Services,False,0.11,0,False,IT
Value,False,False,False,11.31,False,False,False,False,False,0,165,7.99,0,False,False,21.36,2,,False,False,False,27.39,Banks,False,2.05,0,False,HBAN
Value,False,False,False,14.08,False,False,False,False,False,0,53,7.7,0,False,False,32.18,1,LEAD_PERF,False,False,False,67.18,Machinery,False,10.41,0,False,WAB
Value,False,False,False,5.34,False,False,False,False,False,0,73,7.8100000000000005,0,True,False,24.66,2,,False,False,False,39.56,Chemicals,False,11.51,0,False,EMN
Value,False,False,False,7.59,False,False,False,False,False,0,53,6.18,0,False,False,16.44,0,LAG_PERF,False,False,False,12.44,Technology Hardware,False,2.67,0,False,NTAP
Value,False,False,False,4.29,False,False,False,False,False,0,14,7.57,0,False,False,25.77,1,,False,False,False,43.83,Building Products,False,13.9,0,False,MAS
Value,False,False,False,3.92,False,False,False,False,False,0,105,4.84,0,False,False,13.37,0,LAG_PERF,False,False,False,5.8100000000000005,Real Estate,False,4.61,0,False,DRE
Value,False,False,False,7.12,False,False,False,False,False,0,105,5.5,0,False,False,18.65,1,LAG_PERF,False,False,False,18.85,Real Estate,False,6.03,0,False,MAA
Value,False,False,False,4.14,False,False,False,False,False,0,105,5.64,0,False,False,13.78,1,LAG_PERF,False,False,False,6.67,Real Estate,False,4,0,False,EXR
Value,False,False,False,8.68,False,False,False,False,False,0,9,5.86,0,False,False,23.51,2,,False,False,False,35.2,Homebuilders,False,8.96,0,False,NVR
Value,False,False,False,6.72,False,False,False,False,False,0,99,6.03,0,True,False,14.07,1,LAG_PERF,False,False,False,7.25,Software & Services,False,1.31,0,False,LDOS
Value,False,False,False,10.52,False,False,False,False,False,0,36,7.87,0,False,False,18.46,2,LAG_PERF,False,False,False,18.27,Media,False,0.07,0,False,OMC
Value,False,False,False,1.4100000000000001,False,False,False,False,False,0,11,3.75,0,False,False,14.05,2,LAG_PERF,False,False,False,7.22,Containers & Packaging,False,8.89,0,False,PKG
Value,False,False,False,8.04,False,False,False,False,False,0,42,4.16,0,False,False,21.34,3,,False,False,False,27.36,Consumer Services,False,9.14,0,False,RCL
Value,False,False,False,1.9300000000000002,False,False,False,False,False,0,11,3.66,0,False,False,17.68,1,LAG_PERF,False,False,False,15.93,Containers & Packaging,False,12.09,0,False,AVY
Value,False,False,False,12.3,False,False,False,False,True,0,83,6.9,0,True,False,20.69,2,,False,False,False,25.2,Pharmaceuticals,False,1.49,0,False,BIO
Value,False,False,False,3.8,False,False,False,False,False,0,55,5.26,0,False,False,10.66,1,LAG_PERF,False,False,False,2.13,Technology Hardware,False,1.5899999999999999,0,False,STX
Value,False,False,False,9.85,False,False,False,False,False,0,92,5.96,0,False,False,26.64,2,,False,False,False,47.21,Food Products,False,10.83,0,False,SJM
Value,False,False,False,7.63,False,False,False,False,False,0,91,10.5,0,False,False,20.24,1,,False,False,False,23.74,Insurance,False,2.11,0,False,PFG
Value,False,False,False,8.51,False,False,False,False,False,0,91,13.85,0,False,False,24.24,1,,False,False,False,37.95,Insurance,False,1.88,0,False,CINF
Value,False,False,False,9.49,False,False,False,False,False,0,41,5.82,0,False,False,20.02,1,,False,False,False,23.01,Transportation,False,4.71,0,False,CHRW
Value,False,False,False,10.96,False,False,False,False,False,0,92,6.07,0,False,False,28.65,3,,False,False,False,54.53,Food Products,False,11.62,0,False,HRL
Value,False,False,False,4.95,False,False,False,False,False,0,105,5.11,0,False,False,13.57,1,LAG_PERF,False,False,False,6.26,Real Estate,False,3.51,0,False,BXP
Value,False,False,False,13.61,False,False,False,False,False,0,41,5.54,0,False,False,30.43,2,LEAD_PERF,False,False,False,61.04,Transportation,False,11.28,0,False,UAL
Value,False,False,False,5.73,False,False,False,False,False,0,73,6.71,0,True,False,22.82,2,,False,False,False,32.72,Chemicals,False,10.39,0,False,IFF
Value,False,False,False,10.42,False,False,False,False,False,0,55,6.51,0,True,False,20.07,1,,False,False,False,23.17,Healthcare,False,3.15,0,False,XRAY
Value,False,False,False,9.71,False,False,False,False,False,0,99,5.35,0,False,False,16.31,0,LAG_PERF,False,False,False,12.11,Software & Services,False,1.24,0,False,JKHY
Value,False,False,True,13.08,False,False,False,False,False,0,42,11.87,0,False,False,27.96,2,,False,False,False,52.1,Consumer Services,False,3.01,0,False,MGM
Value,False,False,False,10.55,False,False,False,False,False,0,99,4.95,0,False,False,16.66,2,LAG_PERF,False,False,False,13,Software & Services,False,1.17,0,False,NLOK
Value,False,False,False,5.63,False,False,False,False,False,0,41,5.26,0,False,False,14.12,1,LAG_PERF,False,False,False,7.33,Transportation,False,3.22,0,False,JBHT
Value,False,False,False,12.94,False,False,False,False,False,0,85,12.3,0,False,False,27.16,2,,False,False,False,48.98,Diversified Financials,False,1.92,0,False,RJF
Value,False,False,False,3.66,False,False,False,False,False,0,14,7.34,0,False,False,24.9,0,,False,False,False,40.45,Building Products,False,13.9,0,False,FBHS
Value,False,False,False,5.65,False,False,False,False,False,0,103,6.67,0,False,False,22.36,1,,True,False,False,30.92,Utilities,False,10.04,0,False,LNT
Value,False,False,False,5.33,False,False,False,False,False,0,19,5.07,0,False,False,10.44,2,LAG_PERF,False,False,False,2.23,Consumer Durables,False,0.05,0,False,HAS
Value,False,False,False,6.83,False,False,False,False,False,0,19,4.61,0,False,False,18.17,2,LAG_PERF,False,False,False,17.39,Consumer Durables,False,6.74,0,False,WHR
Value,False,False,False,9.03,False,False,False,False,False,0,9,5.43,0,False,False,23.72,2,,False,False,False,35.9,Homebuilders,False,9.26,0,False,PHM
Value,False,False,False,9.14,False,False,False,False,False,0,57,3.33,0,False,False,12.58,2,LAG_PERF,False,False,False,4.49,Retailing,False,0.1,0,False,AAP
Value,False,False,False,11.85,False,False,False,False,False,0,103,5.88,0,False,False,35.42,2,LEAD_PERF,True,False,False,77.07,Utilities,False,17.69,0,False,CNP
Value,False,False,False,12.31,False,False,False,False,False,0,103,6.67,0,False,False,31.78,2,LEAD_PERF,False,False,False,65.78,Utilities,False,12.8,0,False,ATO
Value,False,True,False,18.2,False,False,False,False,False,0,22,7.63,0,False,False,35.64,2,LEAD_PERF,False,False,False,77.66,Aerospace & Defense,True,9.8,0,True,TXT
Value,False,False,False,12.49,False,False,False,False,False,0,99,5.4,0,False,False,19.16,1,LAG_PERF,False,False,False,20.31,Software & Services,False,1.26,0,False,FFIV
Value,False,False,False,4.23,False,False,False,False,False,0,14,6.59,0,False,False,23.15,0,,False,False,False,33.9,Building Products,False,12.34,0,False,ALLE
Value,False,False,False,18.75,False,False,False,False,True,0,55,8.82,0,False,False,30.9,3,LEAD_PERF,False,False,False,62.81,Healthcare,False,3.33,0,False,UHS
Value,False,False,False,4.23,False,False,False,False,False,0,105,5.46,0,False,False,13.45,0,LAG_PERF,False,False,False,5.95,Real Estate,False,3.77,0,False,UDR
Value,False,False,False,8.32,False,False,False,False,False,0,64,7.74,0,False,False,31.67,2,LEAD_PERF,False,False,False,65.35,Oil & Gas Producers,False,15.61,0,False,DVN
Value,False,False,False,3.44,False,False,False,False,False,0,85,11.4,0,False,False,15.41,1,LAG_PERF,False,False,False,9.97,Diversified Financials,False,0.5700000000000001,0,False,L
Value,False,False,False,5.34,False,False,False,False,False,0,57,3.73,0,False,False,13.67,2,LAG_PERF,False,False,False,6.45,Retailing,False,4.6,0,False,LKQ
Value,False,False,True,11.69,False,False,False,False,False,0,42,11.54,0,False,False,27.38,3,,False,False,False,49.73,Consumer Services,False,4.16,0,False,WYNN
Value,False,False,False,17.12,False,False,False,False,False,0,24,10.35,0,False,False,36.26,2,LEAD_PERF,False,False,False,79.26,Construction & Engineering,False,8.79,0,False,PWR
Value,False,False,False,7.21,False,False,False,False,False,0,85,9.06,0,False,False,18.87,2,LAG_PERF,False,False,False,19.4,Diversified Financials,False,2.59,0,False,CBOE
Value,False,False,False,12.97,False,False,False,False,False,0,66,7.7,0,False,False,25.85,2,,False,False,False,44.17,Telecommunication Services,False,5.17,0,False,LUMN
Value,False,False,False,5.79,False,False,False,False,False,0,105,4.89,0,False,False,14.41,1,LAG_PERF,False,False,False,7.92,Real Estate,False,3.74,0,False,HST
Value,False,False,False,4.33,False,False,False,False,False,0,24,6.52,0,False,False,13.44,2,LAG_PERF,False,False,False,5.91,Auto Components,False,2.6,0,False,BWA
Value,False,False,False,5.59,False,False,False,False,False,0,55,5.55,0,False,False,13.28,2,LAG_PERF,False,False,False,5.7,Healthcare,False,2.14,0,False,HSIC
Value,False,False,False,7.46,False,False,False,False,False,0,18,4.91,0,False,False,13.52,2,LAG_PERF,False,False,False,6.13,Textiles & Apparel,False,1.16,0,False,TPR
Value,False,False,False,7.04,False,False,False,False,False,0,91,10.16,0,False,False,18.16,1,LAG_PERF,False,False,False,17.35,Insurance,False,0.96,0,False,RE
Value,False,False,False,7.92,False,False,False,False,False,0,92,4.6,0,False,False,22.45,2,,False,False,False,31.28,Food Products,False,9.93,0,False,CPB
Value,False,False,False,7.01,False,False,False,False,False,0,91,8.91,0,False,False,17.74,2,LAG_PERF,False,False,False,16.13,Insurance,False,1.81,0,False,LNC
Value,False,False,False,9.32,False,False,False,False,False,0,36,6.11,0,False,False,15.49,2,LAG_PERF,False,False,False,10.12,Media,False,0.05,0,False,IPG
Value,False,False,False,13.58,False,False,False,False,False,0,53,7.57,0,False,False,30.54,1,LEAD_PERF,False,False,False,61.46,Machinery,False,9.39,0,False,SNA
Value,False,False,False,7.02,False,False,False,False,False,0,99,5.93,0,False,False,14.24,3,LAG_PERF,False,False,False,7.63,Software & Services,False,1.29,0,False,WU
Value,False,False,False,12.65,False,False,False,False,False,0,41,5.4,0,False,False,29.81,2,,False,False,False,58.73,Transportation,False,11.76,0,False,AAL
Value,False,False,False,7.92,False,False,False,False,False,0,91,11.37,0,False,False,20.85,1,,False,False,False,25.76,Insurance,False,1.56,0,False,GL
Value,False,False,False,7.59,False,False,False,False,False,0,91,14.67,0,False,False,24.31,1,,False,False,False,38.19,Insurance,False,2.04,0,False,WRB
Value,False,False,False,12.03,False,False,False,False,False,0,73,8.42,0,False,False,36.37,2,LEAD_PERF,False,False,False,79.55,Chemicals,False,15.92,0,False,MOS
Value,False,False,False,7.35,False,False,True,False,False,0,92,5.38,0,True,False,18.7,2,LAG_PERF,False,False,False,19,Food Products,False,5.97,0,False,TAP
Value,False,False,False,13.7,False,False,False,False,False,0,53,6.59,0,False,False,29.4,1,,False,False,False,57.38,Machinery,False,9.12,0,False,PNR
Value,False,False,False,9.2,False,False,False,False,False,0,73,5.14,0,False,False,32.96,2,LEAD_PERF,False,False,False,69.68,Chemicals,False,18.62,0,False,CF
Value,False,False,False,8.95,False,False,False,False,False,0,103,5.55,0,False,False,31.75,2,LEAD_PERF,True,False,False,65.68,Utilities,False,17.26,0,False,NRG
Value,False,False,False,12.53,False,False,False,False,False,0,55,8.87,0,True,False,21.48,2,,False,False,False,27.79,Healthcare,False,0.09,0,False,DVA
Value,False,False,False,11.57,False,False,False,False,False,0,31,6.8,0,False,False,20.21,0,,False,False,False,23.61,Commercial Services,False,1.83,0,False,ROL
Value,False,False,False,9.17,True,False,False,False,False,0,103,6.1,0,False,False,26.3,2,,True,False,False,45.97,Utilities,False,11.02,0,False,PNW
Value,False,False,False,13.13,False,False,False,False,False,0,165,12.21,0,False,False,27.03,2,,False,False,False,48.52,Banks,False,1.69,0,False,CMA
Value,False,False,False,4.15,False,False,False,False,False,0,19,4.27,0,False,False,13.75,2,LAG_PERF,False,False,False,6.63,Consumer Durables,False,5.32,0,False,MHK
Value,False,False,False,5.3,False,False,False,False,True,0,19,4.16,0,False,False,15.87,2,LAG_PERF,False,False,False,10.99,Consumer Durables,False,6.41,0,False,NWL
Value,False,False,False,9.66,False,False,False,False,False,0,103,5.35,0,False,False,30.43,3,LEAD_PERF,True,False,False,61.05,Utilities,False,15.42,0,False,NI
Value,False,False,False,3.52,False,False,False,False,False,0,53,5.15,0,False,False,11.92,0,LAG_PERF,False,False,False,3.66,Technology Hardware,False,3.25,0,False,IPGP
Value,False,False,False,10.1,False,False,False,False,False,0,91,12.69,0,False,False,24.44,3,,False,False,False,38.71,Insurance,False,1.6600000000000001,0,False,AIZ
Value,False,False,False,4.29,False,False,False,False,False,0,105,5.53,0,False,False,15.14,2,LAG_PERF,False,False,False,9.3,Real Estate,False,5.32,0,False,IRM
Value,False,False,False,11.47,False,False,False,False,False,0,36,9.78,0,False,False,22.87,3,,False,False,False,32.87,Media,False,1.62,0,False,DISH
Value,False,False,False,9.27,False,False,False,False,False,0,53,7,0,False,False,16.65,2,LAG_PERF,False,False,False,12.96,Technology Hardware,False,0.38,0,False,JNPR
Value,False,False,False,10.97,False,False,False,False,False,0,42,4.47,0,False,False,27.99,2,,False,False,False,52.18,Consumer Services,False,12.54,0,False,NCLH
Value,False,False,False,11.61,False,False,False,False,False,0,53,6.47,0,False,False,25.2,2,,False,False,False,41.68,Machinery,False,7.12,0,False,AOS
Value,False,False,False,9.14,False,False,False,False,False,0,18,5.28,0,False,False,15.59,3,LAG_PERF,False,False,False,10.31,Textiles & Apparel,False,1.17,0,False,PVH
Value,False,False,False,16.9,False,False,False,False,False,0,31,6.02,0,False,False,22.98,1,,False,False,False,33.27,Commercial Services,False,0.06,0,False,NLSN
Value,False,False,False,5.76,False,False,False,False,False,0,31,3.56,0,False,False,9.39,1,,False,False,False,1.67,Commercial Services,False,0.07,0,False,RHI
Value,False,False,False,7.16,False,False,False,False,False,0,99,5.61,0,False,False,13.92,2,LAG_PERF,False,False,False,6.94,Software & Services,False,1.16,0,False,DXC
Value,False,False,False,2.5300000000000002,False,False,False,False,False,0,11,3.56,0,False,False,20.03,2,,False,False,False,23.04,Containers & Packaging,False,13.92,0,False,SEE
Value,False,False,False,5.72,False,False,False,False,False,0,36,7.49,0,False,False,13.29,2,LAG_PERF,False,False,False,5.72,Media,False,0.08,0,False,NWSA
Value,False,False,False,3.5700000000000003,False,False,False,False,False,0,105,4.66,0,False,False,11.93,0,LAG_PERF,False,False,False,3.67,Real Estate,False,3.7,0,False,REG
Value,False,False,False,14.01,False,False,False,False,False,0,64,9.28,0,False,False,46.68,2,,False,False,False,95.21,Oil & Gas Producers,False,23.39,0,False,COG
Value,False,False,False,9.27,False,False,False,False,False,0,85,8.74,0,False,False,19.18,2,LAG_PERF,False,False,False,20.35,Diversified Financials,False,1.16,0,False,BEN
Value,False,False,False,12.78,False,False,False,False,False,0,85,9.92,0,False,False,24.67,1,,False,False,False,39.63,Diversified Financials,False,1.98,0,False,IVZ
Value,False,False,False,3.86,False,False,False,False,False,0,105,5.38,0,False,False,13.14,0,LAG_PERF,False,False,False,5.38,Real Estate,False,3.89,0,False,KIM
Value,False,False,False,8.88,False,False,False,False,False,0,71,7.96,0,False,False,38.81,2,LEAD_PERF,False,False,False,82.83,Oil & Gas Producers,False,21.98,0,False,APA
Value,False,False,False,23.67,False,False,False,False,True,0,83,13.35,0,True,False,40.12,2,,False,False,False,86.69,Pharmaceuticals,False,3.1,0,False,PRGO
Value,False,False,False,10.27,False,False,False,False,False,0,64,8.7,0,False,False,42.72,2,,False,False,False,90.65,Oil & Gas Producers,False,23.76,0,False,MRO
Value,False,False,False,12.16,False,False,False,False,False,0,165,9.78,0,False,False,23.77,2,,False,False,False,36.06,Banks,False,1.82,0,False,PBCT
Value,False,False,False,17.19,False,False,False,False,False,0,35,11.23,0,False,False,48.81,2,,False,False,False,96.48,Industrial Conglomerates,False,20.38,0,False,LEG
Value,False,False,False,11.64,False,False,False,False,False,0,10,8.7,0,False,False,32.89,1,LEAD_PERF,False,False,False,69.46,Energy Services,False,12.54,0,False,NOV
Value,False,False,False,4.34,False,False,False,False,False,0,105,5.82,0,False,False,12.42,1,LAG_PERF,False,False,False,4.3,Real Estate,False,2.27,0,False,FRT
Value,False,False,False,4.25,False,False,False,False,False,0,105,6.12,0,False,False,13.13,1,LAG_PERF,False,False,False,5.37,Real Estate,False,2.75,0,False,VNO
Value,False,False,False,8.83,False,False,False,False,False,0,36,8.26,0,False,False,17.22,1,LAG_PERF,False,False,False,14.52,Media,False,0.13,0,False,DISCA
Value,False,False,False,6.63,False,False,False,False,False,0,18,5.65,0,False,False,13.57,2,LAG_PERF,False,False,False,6.29,Textiles & Apparel,False,1.29,0,False,RL
Value,False,False,False,7.38,False,False,False,False,False,0,18,5.46,0,False,False,14.17,2,LAG_PERF,False,False,False,7.43,Textiles & Apparel,False,1.33,0,False,HBI
Value,False,False,False,16.73,False,False,False,False,False,0,53,6.77,0,False,False,32.84,2,LEAD_PERF,False,False,False,69.29,Machinery,False,9.35,0,False,FLS
Value,False,False,False,7.84,False,False,False,False,False,0,91,12.24,0,False,False,22.74,1,,False,False,False,32.41,Insurance,False,2.67,0,False,UNM
Value,False,False,False,8.24,False,False,False,False,False,0,57,5.91,0,False,False,15.28,3,LAG_PERF,False,False,False,9.63,Retailing,False,1.13,0,False,GPS
Value,False,False,False,3.88,False,False,False,False,False,0,105,6.11,0,False,False,13.31,1,LAG_PERF,False,False,False,5.76,Real Estate,False,3.31,0,False,SLG
Value,False,False,False,7.97,False,False,False,False,False,0,37,5.15,0,False,False,34.06,1,LEAD_PERF,False,False,False,73.13,Refiners & Pipelines,False,20.94,0,False,HFC
Value,False,False,False,8.03,False,False,False,False,False,0,57,6.14,0,False,False,16.01,2,LAG_PERF,False,False,False,11.26,Retailing,False,1.8399999999999999,0,False,UAA
